CustomerID,ChurnProbability,RiskTier,ChurnReasons,PersonalizedStrategy,ExpectedRetentionGain,StrategyCostLevels
UU2CAAEG79,0.88861996,High Risk,"['High Inactivity', 'Short Tenure']","['Onboarding walkthrough', 'Resume-watching reminders', 'Re-engagement notifications', 'Free premium days', 'Starter content packs', 'Trial period extension']",1.5110000371932983,"['Medium', 'Low']"
GQLLO5G7QQ,0.88861996,High Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Resume-watching reminders', 'Re-engagement notifications', 'Free premium days', 'Starter content packs', 'Trial period extension']",1.5110000371932983,"['Medium', 'Low']"
K2C5ECEQID,0.88861996,High Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Resume-watching reminders', 'Re-engagement notifications', 'Free premium days', 'Starter content packs', 'Trial period extension']",1.5110000371932983,"['Medium', 'Low']"
EDPIWZJDI4,0.88861996,High Risk,"['High Inactivity', 'Short Tenure']","['Onboarding walkthrough', 'Resume-watching reminders', 'Re-engagement notifications', 'Free premium days', 'Starter content packs', 'Trial period extension']",1.5110000371932983,"['Medium', 'Low']"
Z7B4ZEQVM6,0.88861996,High Risk,"['High Inactivity', 'Short Tenure']","['Onboarding walkthrough', 'Resume-watching reminders', 'Re-engagement notifications', 'Free premium days', 'Starter content packs', 'Trial period extension']",1.5110000371932983,"['Medium', 'Low']"
CJ8SWXJS2M,0.88861996,High Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Resume-watching reminders', 'Re-engagement notifications', 'Free premium days', 'Starter content packs', 'Trial period extension']",1.5110000371932983,"['Medium', 'Low']"
I4MR2F4WJM,0.88861996,High Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Resume-watching reminders', 'Re-engagement notifications', 'Free premium days', 'Starter content packs', 'Trial period extension']",1.5110000371932983,"['Medium', 'Low']"
KL39BMD0H1,0.88861996,High Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Resume-watching reminders', 'Re-engagement notifications', 'Free premium days', 'Starter content packs', 'Trial period extension']",1.5110000371932983,"['Medium', 'Low']"
OFKK670RSZ,0.88861996,High Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Resume-watching reminders', 'Re-engagement notifications', 'Free premium days', 'Starter content packs', 'Trial period extension']",1.5110000371932983,"['Medium', 'Low']"
BDT7V0RJJ1,0.88861996,High Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Resume-watching reminders', 'Re-engagement notifications', 'Free premium days', 'Starter content packs', 'Trial period extension']",1.5110000371932983,"['Medium', 'Low']"
GLLJRP02KC,0.88861996,High Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Resume-watching reminders', 'Re-engagement notifications', 'Free premium days', 'Starter content packs', 'Trial period extension']",1.5110000371932983,"['Medium', 'Low']"
WY6XJ3XGJE,0.88861996,High Risk,"['High Inactivity', 'Short Tenure']","['Onboarding walkthrough', 'Resume-watching reminders', 'Re-engagement notifications', 'Free premium days', 'Starter content packs', 'Trial period extension']",1.5110000371932983,"['Medium', 'Low']"
IBMJOAT9YG,0.88861996,High Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Resume-watching reminders', 'Re-engagement notifications', 'Free premium days', 'Starter content packs', 'Trial period extension']",1.5110000371932983,"['Medium', 'Low']"
Y3PM416248,0.88861996,High Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Resume-watching reminders', 'Re-engagement notifications', 'Free premium days', 'Starter content packs', 'Trial period extension']",1.5110000371932983,"['Medium', 'Low']"
K5YDJLR6US,0.88861996,High Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Resume-watching reminders', 'Re-engagement notifications', 'Free premium days', 'Starter content packs', 'Trial period extension']",1.5110000371932983,"['Medium', 'Low']"
Z6HLU4M97D,0.88861996,High Risk,"['High Inactivity', 'Short Tenure']","['Onboarding walkthrough', 'Resume-watching reminders', 'Re-engagement notifications', 'Free premium days', 'Starter content packs', 'Trial period extension']",1.5110000371932983,"['Medium', 'Low']"
KIT85I169B,0.88861996,High Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Resume-watching reminders', 'Re-engagement notifications', 'Free premium days', 'Starter content packs', 'Trial period extension']",1.5110000371932983,"['Medium', 'Low']"
K27W9NUPUZ,0.88861996,High Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Resume-watching reminders', 'Re-engagement notifications', 'Free premium days', 'Starter content packs', 'Trial period extension']",1.5110000371932983,"['Medium', 'Low']"
KI4PALJNEC,0.88861996,High Risk,"['High Inactivity', 'Short Tenure']","['Onboarding walkthrough', 'Resume-watching reminders', 'Re-engagement notifications', 'Free premium days', 'Starter content packs', 'Trial period extension']",1.5110000371932983,"['Medium', 'Low']"
D34FP6OD54,0.88861996,High Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Resume-watching reminders', 'Re-engagement notifications', 'Free premium days', 'Starter content packs', 'Trial period extension']",1.5110000371932983,"['Medium', 'Low']"
7VU9VWH2KM,0.88861996,High Risk,"['High Inactivity', 'Short Tenure']","['Onboarding walkthrough', 'Resume-watching reminders', 'Re-engagement notifications', 'Free premium days', 'Starter content packs', 'Trial period extension']",1.5110000371932983,"['Medium', 'Low']"
APC2KX6U6M,0.88861996,High Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Resume-watching reminders', 'Re-engagement notifications', 'Free premium days', 'Starter content packs', 'Trial period extension']",1.5110000371932983,"['Medium', 'Low']"
0J8VPVLFQV,0.88861996,High Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Resume-watching reminders', 'Re-engagement notifications', 'Free premium days', 'Starter content packs', 'Trial period extension']",1.5110000371932983,"['Medium', 'Low']"
5OLRBPILH2,0.88861996,High Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Resume-watching reminders', 'Re-engagement notifications', 'Free premium days', 'Starter content packs', 'Trial period extension']",1.5110000371932983,"['Medium', 'Low']"
12VKWP7YUU,0.88861996,High Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Resume-watching reminders', 'Re-engagement notifications', 'Free premium days', 'Starter content packs', 'Trial period extension']",1.5110000371932983,"['Medium', 'Low']"
HR50FQGG9S,0.88861996,High Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Resume-watching reminders', 'Re-engagement notifications', 'Free premium days', 'Starter content packs', 'Trial period extension']",1.5110000371932983,"['Medium', 'Low']"
1Y48NJ5WTP,0.88861996,High Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Resume-watching reminders', 'Re-engagement notifications', 'Free premium days', 'Starter content packs', 'Trial period extension']",1.5110000371932983,"['Medium', 'Low']"
AN3VB43URY,0.88861996,High Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Resume-watching reminders', 'Re-engagement notifications', 'Free premium days', 'Starter content packs', 'Trial period extension']",1.5110000371932983,"['Medium', 'Low']"
O0KG827TLD,0.88861996,High Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Resume-watching reminders', 'Re-engagement notifications', 'Free premium days', 'Starter content packs', 'Trial period extension']",1.5110000371932983,"['Medium', 'Low']"
VNI99M0UKD,0.88861996,High Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Resume-watching reminders', 'Re-engagement notifications', 'Free premium days', 'Starter content packs', 'Trial period extension']",1.5110000371932983,"['Medium', 'Low']"
UYIBN21I39,0.88861996,High Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Resume-watching reminders', 'Re-engagement notifications', 'Free premium days', 'Starter content packs', 'Trial period extension']",1.5110000371932983,"['Medium', 'Low']"
TI0ALJ0P8B,0.88861996,High Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Resume-watching reminders', 'Re-engagement notifications', 'Free premium days', 'Starter content packs', 'Trial period extension']",1.5110000371932983,"['Medium', 'Low']"
J4R492LF61,0.88861996,High Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Resume-watching reminders', 'Re-engagement notifications', 'Free premium days', 'Starter content packs', 'Trial period extension']",1.5110000371932983,"['Medium', 'Low']"
25ES3OPVQA,0.88861996,High Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Resume-watching reminders', 'Re-engagement notifications', 'Free premium days', 'Starter content packs', 'Trial period extension']",1.5110000371932983,"['Medium', 'Low']"
29KU7YQEEZ,0.88861996,High Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Resume-watching reminders', 'Re-engagement notifications', 'Free premium days', 'Starter content packs', 'Trial period extension']",1.5110000371932983,"['Medium', 'Low']"
M66JYJCX6T,0.88861996,High Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Resume-watching reminders', 'Re-engagement notifications', 'Free premium days', 'Starter content packs', 'Trial period extension']",1.5110000371932983,"['Medium', 'Low']"
117PEA14SS,0.88861996,High Risk,"['High Inactivity', 'Short Tenure']","['Onboarding walkthrough', 'Resume-watching reminders', 'Re-engagement notifications', 'Free premium days', 'Starter content packs', 'Trial period extension']",1.5110000371932983,"['Medium', 'Low']"
5DJPTL0F1U,0.88861996,High Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Resume-watching reminders', 'Re-engagement notifications', 'Free premium days', 'Starter content packs', 'Trial period extension']",1.5110000371932983,"['Medium', 'Low']"
3QAMTJ78DI,0.88861996,High Risk,"['High Inactivity', 'Short Tenure']","['Onboarding walkthrough', 'Resume-watching reminders', 'Re-engagement notifications', 'Free premium days', 'Starter content packs', 'Trial period extension']",1.5110000371932983,"['Medium', 'Low']"
MEG1HM843N,0.88861996,High Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Resume-watching reminders', 'Re-engagement notifications', 'Free premium days', 'Starter content packs', 'Trial period extension']",1.5110000371932983,"['Medium', 'Low']"
I2GRFG2AGQ,0.88861996,High Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Resume-watching reminders', 'Re-engagement notifications', 'Free premium days', 'Starter content packs', 'Trial period extension']",1.5110000371932983,"['Medium', 'Low']"
83JNQHP45R,0.88861996,High Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Resume-watching reminders', 'Re-engagement notifications', 'Free premium days', 'Starter content packs', 'Trial period extension']",1.5110000371932983,"['Medium', 'Low']"
03RKSX0661,0.88861996,High Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Resume-watching reminders', 'Re-engagement notifications', 'Free premium days', 'Starter content packs', 'Trial period extension']",1.5110000371932983,"['Medium', 'Low']"
9WWMDMF8FJ,0.87638146,High Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Resume-watching reminders', 'Re-engagement notifications', 'Free premium days', 'Starter content packs', 'Trial period extension']",1.4900000095367432,"['Medium', 'Low']"
N0BSKV3260,0.87638146,High Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Resume-watching reminders', 'Re-engagement notifications', 'Free premium days', 'Starter content packs', 'Trial period extension']",1.4900000095367432,"['Medium', 'Low']"
Z45HXXJ17K,0.87638146,High Risk,"['High Inactivity', 'Short Tenure']","['Onboarding walkthrough', 'Resume-watching reminders', 'Re-engagement notifications', 'Free premium days', 'Starter content packs', 'Trial period extension']",1.4900000095367432,"['Medium', 'Low']"
FX130CPZSB,0.87638146,High Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Resume-watching reminders', 'Re-engagement notifications', 'Free premium days', 'Starter content packs', 'Trial period extension']",1.4900000095367432,"['Medium', 'Low']"
H1HEI1HILR,0.87638146,High Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Resume-watching reminders', 'Re-engagement notifications', 'Free premium days', 'Starter content packs', 'Trial period extension']",1.4900000095367432,"['Medium', 'Low']"
840MISMW1L,0.87638146,High Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Resume-watching reminders', 'Re-engagement notifications', 'Free premium days', 'Starter content packs', 'Trial period extension']",1.4900000095367432,"['Medium', 'Low']"
M4WZUHJOBX,0.87638146,High Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Resume-watching reminders', 'Re-engagement notifications', 'Free premium days', 'Starter content packs', 'Trial period extension']",1.4900000095367432,"['Medium', 'Low']"
IXXTMZUA0S,0.87638146,High Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Resume-watching reminders', 'Re-engagement notifications', 'Free premium days', 'Starter content packs', 'Trial period extension']",1.4900000095367432,"['Medium', 'Low']"
0051AB61SD,0.87638146,High Risk,"['High Inactivity', 'Short Tenure']","['Onboarding walkthrough', 'Resume-watching reminders', 'Re-engagement notifications', 'Free premium days', 'Starter content packs', 'Trial period extension']",1.4900000095367432,"['Medium', 'Low']"
79QV4FKKDS,0.87638146,High Risk,"['High Inactivity', 'Short Tenure']","['Onboarding walkthrough', 'Resume-watching reminders', 'Re-engagement notifications', 'Free premium days', 'Starter content packs', 'Trial period extension']",1.4900000095367432,"['Medium', 'Low']"
8QTL8ZCJYW,0.87638146,High Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Resume-watching reminders', 'Re-engagement notifications', 'Free premium days', 'Starter content packs', 'Trial period extension']",1.4900000095367432,"['Medium', 'Low']"
WPGCP8MD3G,0.87638146,High Risk,"['High Inactivity', 'Short Tenure']","['Onboarding walkthrough', 'Resume-watching reminders', 'Re-engagement notifications', 'Free premium days', 'Starter content packs', 'Trial period extension']",1.4900000095367432,"['Medium', 'Low']"
CYWGT2N48Z,0.87638146,High Risk,"['High Inactivity', 'Short Tenure']","['Onboarding walkthrough', 'Resume-watching reminders', 'Re-engagement notifications', 'Free premium days', 'Starter content packs', 'Trial period extension']",1.4900000095367432,"['Medium', 'Low']"
72BIZYFP6T,0.87638146,High Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Resume-watching reminders', 'Re-engagement notifications', 'Free premium days', 'Starter content packs', 'Trial period extension']",1.4900000095367432,"['Medium', 'Low']"
VDOG1VIXN1,0.87638146,High Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Resume-watching reminders', 'Re-engagement notifications', 'Free premium days', 'Starter content packs', 'Trial period extension']",1.4900000095367432,"['Medium', 'Low']"
LL5U3O7Q01,0.87638146,High Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Resume-watching reminders', 'Re-engagement notifications', 'Free premium days', 'Starter content packs', 'Trial period extension']",1.4900000095367432,"['Medium', 'Low']"
A3BMFEUGW3,0.87638146,High Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Resume-watching reminders', 'Re-engagement notifications', 'Free premium days', 'Starter content packs', 'Trial period extension']",1.4900000095367432,"['Medium', 'Low']"
RLTS2BRGS0,0.87638146,High Risk,"['High Inactivity', 'Short Tenure']","['Onboarding walkthrough', 'Resume-watching reminders', 'Re-engagement notifications', 'Free premium days', 'Starter content packs', 'Trial period extension']",1.4900000095367432,"['Medium', 'Low']"
HIY412QKA9,0.87638146,High Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Resume-watching reminders', 'Re-engagement notifications', 'Free premium days', 'Starter content packs', 'Trial period extension']",1.4900000095367432,"['Medium', 'Low']"
NHGAY3YDMS,0.87638146,High Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Resume-watching reminders', 'Re-engagement notifications', 'Free premium days', 'Starter content packs', 'Trial period extension']",1.4900000095367432,"['Medium', 'Low']"
T8J5WX8921,0.87638146,High Risk,"['High Inactivity', 'Short Tenure']","['Onboarding walkthrough', 'Resume-watching reminders', 'Re-engagement notifications', 'Free premium days', 'Starter content packs', 'Trial period extension']",1.4900000095367432,"['Medium', 'Low']"
IFAL76UUC1,0.87638146,High Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Resume-watching reminders', 'Re-engagement notifications', 'Free premium days', 'Starter content packs', 'Trial period extension']",1.4900000095367432,"['Medium', 'Low']"
AFNLEBXFAB,0.87638146,High Risk,"['Short Tenure', 'High Inactivity']","['Onboarding walkthrough', 'Resume-watching reminders', 'Re-engagement notifications', 'Free premium days', 'Starter content packs', 'Trial period extension']",1.4900000095367432,"['Medium', 'Low']"
